ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
200984_s_at	226.575	P	0.000244141
200985_s_at	270.265	P	0.000244141
200986_at	122.165	P	0.000244141
200987_x_at	312.733	P	0.000244141
200988_s_at	129.192	P	0.000244141
200989_at	2367.18	P	0.000244141
200990_at	577.39	P	0.000732422
200991_s_at	688.308	P	0.000732422
200992_at	700.049	P	0.000244141
200993_at	743.947	P	0.000244141
200994_at	551.36	P	0.000244141
200995_at	187.167	P	0.00195313
200996_at	4195.04	P	0.000244141
200997_at	713.205	P	0.000244141
200998_s_at	262.131	P	0.000244141
200999_s_at	419.902	P	0.000244141
201000_at	373.036	P	0.00805664
201001_s_at	771.177	P	0.000244141
201002_s_at	974.771	P	0.000244141
201003_x_at	625.218	P	0.000244141
201004_at	1768.33	P	0.000244141
201005_at	381.91	P	0.000244141
201006_at	13.0644	A	0.144043
201007_at	1204.92	P	0.000244141
201008_s_at	9591.98	P	0.000244141
201009_s_at	9156.39	P	0.000244141
201010_s_at	8559.83	P	0.000244141
201011_at	601.331	P	0.000244141
201012_at	3717.82	P	0.000244141
201013_s_at	317.716	P	0.000244141
201014_s_at	182.634	P	0.000244141
201015_s_at	177.638	P	0.000244141
201016_at	253.463	P	0.000244141
201017_at	440.032	P	0.000244141
201018_at	466.329	P	0.000244141
201019_s_at	1123.21	P	0.000244141
201020_at	450.521	P	0.000244141
201021_s_at	633.685	P	0.000244141
201022_s_at	876.962	P	0.000244141
201023_at	1224.87	P	0.000244141
201024_x_at	382.143	P	0.000244141
201025_at	173.028	P	0.000244141
201026_at	75.7838	P	0.00415039
201027_s_at	249.33	P	0.0012207
201028_s_at	1029.6	P	0.000244141
201029_s_at	1699.11	P	0.000244141
201030_x_at	4139.63	P	0.000244141
201031_s_at	1963.48	P	0.000244141
201032_at	611.651	P	0.000244141
201033_x_at	7401.85	P	0.000244141
201034_at	3799.79	P	0.000244141
201035_s_at	127.044	P	0.00415039
201036_s_at	202.199	P	0.000244141
201037_at	264.103	P	0.0012207
201038_s_at	353.449	P	0.000244141
201039_s_at	268.765	P	0.000244141
201040_at	693.494	P	0.000732422
201041_s_at	4075	P	0.000244141
201042_at	16.095	A	0.303711
201043_s_at	448.241	P	0.000244141
201044_x_at	465.321	P	0.000244141
201045_s_at	43.2141	P	0.0375977
201046_s_at	460.813	P	0.00195313
201047_x_at	822.206	P	0.000244141
201048_x_at	126.782	P	0.00805664
201049_s_at	9510.26	P	0.000244141
201050_at	207.997	P	0.000244141
201051_at	1803.45	P	0.000244141
201052_s_at	478.16	P	0.000244141
201053_s_at	467.668	P	0.000732422
201054_at	845.386	P	0.000244141
201055_s_at	261.96	P	0.000244141
201056_at	144.309	P	0.00805664
201057_s_at	309.613	P	0.000244141
201058_s_at	125.958	P	0.00805664
201059_at	138.733	P	0.000244141
201060_x_at	722.982	P	0.00195313
201061_s_at	1000.03	P	0.000244141
201062_at	4.49386	A	0.466064
201063_at	114.402	P	0.000244141
201064_s_at	676.879	P	0.000244141
201065_s_at	1037.44	P	0.000732422
201066_at	498.653	P	0.00585938
201067_at	283.554	P	0.0012207
201068_s_at	1272.57	P	0.000244141
201069_at	6.65485	A	0.27417
201070_x_at	1030.7	P	0.000244141
201071_x_at	3591.52	P	0.000244141
201072_s_at	129.801	P	0.000244141
201073_s_at	181.183	P	0.000244141
201074_at	337.823	P	0.000244141
201075_s_at	281.064	P	0.000244141
201076_at	306.11	P	0.000244141
201077_s_at	1101.85	P	0.000244141
201078_at	1777.13	P	0.000244141
201079_at	724.729	P	0.000244141
201080_at	205.986	P	0.0012207
201081_s_at	67.0998	P	0.0012207
201082_s_at	151.615	P	0.000244141
201083_s_at	326.172	P	0.000732422
201084_s_at	1979.56	P	0.000244141
201085_s_at	374.011	P	0.000244141
201086_x_at	1837.89	P	0.000244141
201087_at	318.371	P	0.00415039
201088_at	592.558	P	0.000244141
201089_at	1832.03	P	0.000244141
201090_x_at	3076.37	P	0.0185547
201091_s_at	847.139	P	0.000244141
201092_at	755.358	P	0.000244141
201093_x_at	529.484	P	0.000244141
201094_at	12069	P	0.000244141
201095_at	192.762	P	0.000244141
201096_s_at	621.467	P	0.000244141
201097_s_at	1361.91	P	0.000244141
201098_at	721.574	P	0.000244141
201099_at	510.264	P	0.000244141
201100_s_at	879.098	P	0.000244141
201101_s_at	646.843	P	0.000244141
201102_s_at	289.157	P	0.000244141
201103_x_at	3465.01	P	0.000244141
201104_x_at	2204.57	P	0.000244141
201105_at	3422.73	P	0.000244141
201106_at	825.848	P	0.0012207
201107_s_at	20.4154	A	0.171387
201108_s_at	235.863	P	0.000244141
201109_s_at	129.61	P	0.0012207
201110_s_at	100.051	P	0.000732422
