ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
200768_s_at	169.926	P	0.000244141
200769_s_at	30.2769	A	0.129639
200770_s_at	4.18086	A	0.5
200771_at	5.16743	A	0.5
200772_x_at	524.675	P	0.000244141
200773_x_at	1202.94	P	0.000244141
200774_at	2556.25	P	0.000244141
200775_s_at	4024.32	P	0.000244141
200776_s_at	789.719	P	0.000244141
200777_s_at	720.05	P	0.000244141
200778_s_at	400.153	P	0.000244141
200779_at	1142.87	P	0.000244141
200780_x_at	3216.21	P	0.000244141
200781_s_at	3730.19	P	0.000244141
200782_at	742.057	P	0.000244141
200783_s_at	36.1319	P	0.0461426
200784_s_at	3.72402	A	0.780518
200785_s_at	14.8065	A	0.19458
200786_at	275.07	P	0.000244141
200787_s_at	22.7505	P	0.0107422
200788_s_at	50.5558	P	0.000732422
200789_at	131.376	P	0.0185547
200790_at	108.671	P	0.00292969
200791_s_at	4194.75	P	0.000244141
200792_at	462.331	P	0.00195313
200793_s_at	58.2438	P	0.0461426
200794_x_at	7769.57	P	0.000244141
200795_at	0.899018	A	0.954102
200796_s_at	1351.89	P	0.000244141
200797_s_at	8579.52	P	0.000244141
200798_x_at	6631.7	P	0.000244141
200799_at	4557.02	P	0.000244141
200800_s_at	2197.33	P	0.000244141
200801_x_at	12804.6	P	0.000244141
200802_at	220.532	P	0.000244141
200803_s_at	2809.07	P	0.000244141
200804_at	1683.09	P	0.000244141
200805_at	250.228	P	0.000244141
200806_s_at	283.499	P	0.000244141
200807_s_at	519.219	P	0.000244141
200808_s_at	1320.45	P	0.000244141
200809_x_at	1755.09	P	0.000244141
200810_s_at	747.514	P	0.000244141
200811_at	349.563	P	0.00195313
200812_at	80.2052	P	0.000244141
200813_s_at	254.413	P	0.000732422
200814_at	1986.88	P	0.000244141
200815_s_at	519.323	P	0.000244141
200816_s_at	435.242	P	0.000732422
200817_x_at	2857.9	P	0.000244141
200818_at	482.125	P	0.000244141
200819_s_at	2463.99	P	0.000244141
200820_at	129.369	P	0.0185547
200821_at	2282.88	P	0.000244141
200822_x_at	622.398	P	0.000244141
200823_x_at	1073.14	P	0.000244141
200824_at	59.6054	P	0.0012207
200825_s_at	79.1311	P	0.00415039
200826_at	242.725	P	0.000244141
200827_at	162.211	P	0.00415039
200828_s_at	945.864	P	0.000244141
200829_x_at	580.797	P	0.000244141
200830_at	224.927	P	0.000244141
200831_s_at	16.9555	A	0.466064
200832_s_at	8.99008	A	0.129639
200833_s_at	2303.14	P	0.000244141
200834_s_at	2476.6	P	0.000244141
200835_s_at	0.691063	A	0.969727
200836_s_at	4.67269	A	0.625488
200837_at	385.873	P	0.000244141
200838_at	372.747	P	0.00195313
200839_s_at	616.484	P	0.000244141
200840_at	870.214	P	0.000244141
200841_s_at	27.3478	A	0.111572
200842_s_at	71.8894	P	0.00415039
200843_s_at	44.9063	P	0.00292969
200844_s_at	405.638	P	0.000244141
200845_s_at	337.867	P	0.000244141
200846_s_at	1408.22	P	0.000244141
200847_s_at	3609.99	P	0.000244141
200848_at	111.426	P	0.000244141
200849_s_at	211.897	P	0.000732422
200850_s_at	563.91	P	0.000244141
200851_s_at	1573.17	P	0.000244141
200852_x_at	1541.39	P	0.00195313
200853_at	2283.12	P	0.000244141
200854_at	184.391	P	0.000244141
200855_at	101.951	P	0.000244141
200856_x_at	100.08	P	0.000244141
200857_s_at	232.288	P	0.000732422
200858_s_at	1397.08	P	0.000244141
200859_x_at	292.524	P	0.000732422
200860_s_at	549.133	P	0.000244141
200861_at	181.268	P	0.00195313
200862_at	3.41362	A	0.303711
200863_s_at	1495.88	P	0.000244141
200864_s_at	253.193	P	0.000244141
200865_at	4.37248	A	0.601074
200866_s_at	3133.78	P	0.000244141
200867_at	296.593	P	0.000244141
200868_s_at	411.021	P	0.000732422
200869_at	2151.72	P	0.000244141
200870_at	285.095	P	0.000244141
200871_s_at	5271.96	P	0.000244141
200872_at	220.442	P	0.000732422
200873_s_at	212.441	P	0.000732422
200874_s_at	36.1645	P	0.00585938
200875_s_at	69.2716	P	0.000244141
200876_s_at	1115.42	P	0.000244141
200877_at	164.775	P	0.000732422
200878_at	68.6624	P	0.000244141
200879_s_at	15.1077	A	0.067627
200880_at	711.499	P	0.000244141
200881_s_at	2800.51	P	0.000244141
200882_s_at	1128.86	P	0.000244141
200883_at	265.141	P	0.000244141
200884_at	24.9443	A	0.334473
200885_at	46.6821	P	0.0375977
200886_s_at	1332.53	P	0.000244141
